,0,0,0.0,0.0,0
12030923,8213.25,8216,8211.5,8213.25,1235
12030924,8213.25,8215.25,8212.5,8214.75,1015
12030925,8214.75,8215,8210.5,8211.25,1138
12030926,8211.25,8212.25,8202.0,8204.0,2117
12030927,8204,8206.5,8201.5,8204.25,1181
12030928,8204.25,8207,8202.25,8205.25,1040
12030929,8205.25,8206.5,8203.0,8203.5,1052
12030930,8203.5,8209.5,8200.0,8208.0,2076
12030931,8208,8214.5,8206.0,8211.5,2096
12030932,8211.5,8211.5,8203.25,8209.75,1529
12030933,8209.75,8216.5,8208.75,8215.75,2026
12030934,8215.75,8217.75,8212.5,8216.25,1474
12030935,8216.25,8216.75,8207.25,8207.75,1338
12030936,8207.75,8208.5,8203.5,8204.25,1175
12030937,8204.25,8206.75,8203.25,8204.25,1104
12030938,8204.25,8206.75,8202.5,8205.25,939
12030939,8205.25,8213.25,8204.75,8211.0,1397
12030940,8211,8211,8205.0,8205.25,1309
12030941,8205.25,8208,8203.75,8207.5,1150
12030942,8207.5,8212,8207.5,8211.25,1356
12030943,8211.25,8215.75,8210.5,8213.25,1172
12030944,8213.25,8216.75,8211.25,8214.75,1137
12030945,8214.75,8217.5,8210.0,8211.25,1259
12030946,8211.25,8212.25,8206.75,8207.25,1486
12030947,8207.25,8207.25,8200.5,8202.75,2122
12030948,8202.75,8203.5,8193.25,8194.75,2302
12030949,8194.75,8195.5,8190.5,8191.25,1476
12030950,8191.25,8191.75,8187.5,8190.75,1637
12030951,8190.75,8192.75,8187.0,8191.25,1147
12030952,8191.25,8195.5,8190.5,8193.75,1255
12030953,8193.75,8195.75,8189.0,8191.0,1424
12030954,8191,8197.75,8189.75,8193.75,1434
12030955,8193.75,8196.25,8187.75,8195.5,2762
12030956,8195.5,8195.5,8190.0,8194.25,1649
12030957,8194.25,8195.75,8189.25,8192.75,1416
12030958,8192.75,8196,8190.25,8193.5,1130
12030959,8193.5,8199,8192.5,8193.25,1508
12031000,8193.25,8196.5,8184.75,8185.0,2620
12031001,8185,8192,8185.0,8187.75,1766
12031002,8187.75,8190,8184.0,8185.75,2224
12031003,8185.75,8189.75,8183.75,8188.75,1685
12031004,8188.75,8190,8185.25,8189.75,1057
12031005,8189.75,8192.75,8188.25,8188.75,1247
12031006,8188.75,8190.25,8186.75,8188.25,874
12031007,8188.25,8194.5,8188.25,8193.75,1201
12031008,8193.75,8195,8190.25,8193.75,1152
12031009,8193.75,8197.25,8192.0,8196.5,1414
12031010,8196.5,8197.75,8194.5,8195.5,1009
12031011,8195.5,8196.25,8191.0,8193.25,1307
12031012,8193.25,8203,8192.25,8202.5,1689
12031013,8202.5,8206,8202.25,8205.75,1687
12031014,8205.75,8206.75,8203.25,8203.75,1193
12031015,8203.75,8205.5,8202.0,8204.75,1228
12031016,8204.75,8209,8204.25,8208.5,1641
12031017,8208.5,8210,8207.5,8209.75,925
12031018,8209.75,8210.75,8208.0,8208.5,902
12031019,8208.5,8208.5,8203.0,8205.0,1874
12031020,8205,8206.25,8200.5,8203.5,1321
12031021,8203.5,8207.75,8202.75,8207.0,936
12031022,8207,8208.75,8203.75,8203.75,914
12031023,8203.75,8204.75,8202.25,8204.25,1111
12031024,8204.25,8204.25,8200.25,8201.75,726
12031025,8201.75,8203.75,8199.25,8203.0,891
12031026,8203,8204,8197.5,8199.0,1034
12031027,8199,8199,8194.25,8197.25,1245
12031028,8197.25,8200,8197.25,8198.0,773
12031029,8198,8198,8193.5,8194.75,1209
12031030,8194.75,8196,8192.0,8193.25,1029
12031031,8193.25,8194.5,8191.25,8193.25,970
12031032,8193.25,8193.75,8190.25,8191.25,853
12031033,8191.25,8194,8191.25,8191.75,917
12031034,8191.75,8194.25,8191.25,8191.5,1278
12031035,8191.5,8193.25,8189.25,8193.0,1494
12031036,8193,8196.5,8193.0,8195.25,1229
12031037,8195.25,8198.25,8195.25,8197.25,792
12031038,8197.25,8201.25,8197.0,8201.25,925
12031039,8201.25,8205,8201.25,8203.25,1095
12031040,8203.25,8205,8202.75,8204.25,730
12031041,8204.25,8205.25,8201.25,8202.5,695
12031042,8202.5,8204.25,8201.75,8202.25,687
12031043,8202.25,8206.5,8202.0,8204.5,932
12031044,8204.5,8206,8201.75,8201.75,625
12031045,8201.75,8206,8201.75,8204.25,541
12031046,8204.25,8206,8203.0,8203.5,626
12031047,8203.5,8207.75,8203.5,8205.5,681
12031048,8205.5,8208.75,8204.25,8204.5,755
12031049,8204.5,8206,8203.25,8206.0,604
12031050,8206,8207,8203.25,8204.0,555
12031051,8204,8205.25,8202.75,8203.25,638
12031052,8203.25,8203.25,8200.0,8200.25,1242
12031053,8200.25,8202.5,8200.0,8201.25,397
12031054,8201.25,8202.25,8196.5,8198.0,1009
12031055,8198,8201,8197.0,8201.0,866
12031056,8201,8205.25,8200.5,8203.5,666
12031057,8203.5,8204.5,8201.0,8201.75,906
12031058,8201.75,8204.5,8201.25,8202.0,595
12031059,8202,8204.75,8201.5,8204.5,493
12031100,8204.5,8204.75,8201.5,8203.0,485
12031101,8203,8204,8200.25,8200.75,515
12031102,8200.75,8202.25,8196.5,8197.5,897
12031103,8197.5,8199.5,8197.5,8198.5,570
12031104,8198.5,8199.75,8196.75,8197.0,625
12031105,8197,8199.75,8195.25,8199.5,769
12031106,8199.5,8205,8199.5,8204.25,845
12031107,8204.25,8204.75,8202.25,8203.5,569
12031108,8203.5,8206.5,8203.0,8205.5,603
12031109,8205.5,8207.5,8204.5,8207.0,691
12031110,8207,8208.75,8206.0,8207.0,724
12031111,8207,8207.5,8203.5,8205.5,672
12031112,8205.5,8205.5,8202.75,8203.75,547
12031113,8203.75,8205.25,8203.0,8203.0,357
12031114,8203,8206,8202.0,8206.0,527
12031115,8206,8208.5,8205.75,8207.0,655
12031116,8207,8210.25,8205.25,8205.75,1145
12031117,8205.75,8206.25,8204.25,8206.25,666
12031118,8206.25,8209.5,8206.0,8209.25,486
12031119,8209.25,8214,8209.0,8213.0,1043
12031120,8213,8214.75,8211.75,8214.0,650
12031121,8214,8215,8212.75,8213.0,561
12031122,8213,8215.5,8212.25,8215.25,715
12031123,8215.25,8217.25,8214.5,8215.25,741
12031124,8215.25,8217.25,8214.25,8216.25,632
12031125,8216.25,8216.75,8213.5,8214.5,662
12031126,8214.5,8215.25,8213.25,8213.25,520
12031127,8213.25,8213.25,8211.75,8212.75,390
12031128,8212.75,8214.75,8212.0,8214.5,548
12031129,8214.5,8215.5,8212.75,8214.25,494
12031130,8214.25,8215.75,8213.5,8214.25,470
12031131,8214.25,8214.75,8211.5,8213.25,558
12031132,8213.25,8213.5,8211.25,8211.5,287
12031133,8211.5,8212.75,8210.25,8212.5,536
12031134,8212.5,8213,8210.75,8213.0,609
12031135,8213,8213,8211.75,8212.5,597
12031136,8212.5,8213.75,8210.75,8213.25,373
12031137,8213.25,8215.75,8213.0,8214.5,472
12031138,8214.5,8216.5,8214.0,8214.5,633
12031139,8214.5,8214.75,8213.0,8214.5,372
12031140,8214.5,8216,8213.5,8213.75,276
12031141,8213.75,8214.75,8212.75,8214.25,340
12031142,8214.25,8215.5,8213.0,8214.5,529
12031143,8214.5,8214.5,8210.0,8211.0,704
12031144,8211,8211.75,8210.0,8211.0,473
12031145,8211,8211.25,8209.0,8210.25,507
12031146,8210.25,8211.25,8209.5,8210.75,301
12031147,8210.75,8211,8208.5,8210.5,427
12031148,8210.5,8214,8210.0,8213.75,327
12031149,8213.75,8215.25,8213.0,8213.75,383
12031150,8213.75,8215.5,8213.5,8214.75,341
12031151,8214.75,8216,8214.75,8216.0,685
12031152,8216,8217.5,8214.25,8214.5,544
12031153,8214.5,8215.75,8214.25,8214.5,296
12031154,8214.5,8215,8213.0,8213.5,284
12031155,8213.5,8214.5,8212.75,8213.5,322
12031156,8213.5,8213.75,8211.25,8212.75,568
12031157,8212.75,8213.75,8211.75,8212.25,399
12031158,8212.25,8214.25,8212.0,8212.75,517
12031159,8212.75,8216.25,8212.25,8215.75,508
12031200,8215.75,8219.5,8215.5,8218.25,808
12031201,8218.25,8220.5,8218.25,8219.75,606
12031202,8219.75,8220.5,8219.0,8220.5,497
12031203,8220.5,8221.5,8217.75,8219.25,630
12031204,8219.25,8219.25,8216.0,8216.75,524
12031205,8216.75,8217,8214.75,8215.75,389
12031206,8215.75,8216,8214.25,8215.75,292
12031207,8215.75,8219.75,8215.75,8218.75,450
12031208,8218.75,8221,8218.75,8219.75,471
12031209,8219.75,8220,8216.75,8217.0,311
12031210,8217,8219.25,8216.25,8219.25,300
12031211,8219.25,8222.25,8219.25,8221.0,571
12031212,8221,8222.25,8220.25,8222.0,350
12031213,8222,8223.25,8221.25,8222.75,367
12031214,8222.75,8224.5,8222.5,8223.75,560
12031215,8223.75,8224.75,8223.0,8224.25,407
12031216,8224.25,8224.75,8222.25,8222.25,623
12031217,8222.25,8222.5,8220.75,8222.0,312
12031218,8222,8222.75,8221.0,8221.5,239
12031219,8221.5,8223.25,8221.25,8223.0,202
12031220,8223,8225.75,8221.75,8225.5,879
12031221,8225.5,8226,8224.25,8226.0,622
12031222,8226,8226.75,8224.5,8226.75,835
12031223,8226.75,8227,8224.25,8224.75,428
12031224,8224.75,8225.75,8223.5,8224.0,355
12031225,8224,8225.25,8223.5,8225.0,360
12031226,8225,8226.5,8224.5,8225.5,425
12031227,8225.5,8228.25,8225.0,8227.75,538
12031228,8227.75,8229.25,8227.75,8229.25,509
12031229,8229.25,8232.25,8229.0,8230.5,1467
12031230,8230.5,8231.75,8229.75,8230.75,580
12031231,8230.75,8231,8228.5,8231.0,569
12031232,8231,8232.25,8230.75,8231.5,399
12031233,8231.5,8234,8231.0,8233.25,553
12031234,8233.25,8235.75,8233.25,8235.5,1006
12031235,8235.5,8236.75,8233.5,8236.25,875
12031236,8236.25,8237,8234.25,8236.0,618
12031237,8236,8237.25,8235.25,8235.25,570
12031238,8235.25,8237.5,8235.25,8236.5,696
12031239,8236.5,8238,8236.0,8237.75,522
12031240,8237.75,8239.5,8236.25,8238.0,716
12031241,8238,8238,8235.75,8235.75,582
12031242,8235.75,8237,8234.25,8236.5,818
12031243,8236.5,8238,8233.25,8233.25,864
12031244,8233.25,8235.25,8233.0,8235.0,724
12031245,8235,8236.25,8233.75,8235.5,436
12031246,8235.5,8236,8233.5,8233.75,362
12031247,8233.75,8234.5,8232.75,8233.75,501
12031248,8233.75,8234,8232.5,8233.0,576
12031249,8233,8233.25,8231.25,8231.5,488
12031250,8231.5,8232,8228.25,8229.0,729
12031251,8229,8229.75,8225.5,8226.75,827
12031252,8226.75,8228,8226.5,8227.75,478
12031253,8227.75,8230.5,8227.75,8230.0,625
12031254,8230,8231.25,8229.25,8230.5,477
12031255,8230.5,8231,8229.0,8230.75,210
12031256,8230.75,8231.5,8230.25,8230.75,404
12031257,8230.75,8231,8229.25,8230.75,247
12031258,8230.75,8231,8228.25,8229.75,411
12031259,8229.75,8230,8226.75,8227.0,425
12031300,8227,8230.25,8226.75,8228.75,343
12031301,8228.75,8230.75,8228.25,8230.5,337
12031302,8230.5,8232.5,8230.5,8232.25,368
12031303,8232.25,8234,8231.75,8233.25,424
12031304,8233.25,8233.25,8230.5,8230.75,350
12031305,8230.75,8233,8230.25,8232.25,677
12031306,8232.25,8233.25,8230.0,8230.75,570
12031307,8230.75,8231,8227.5,8228.0,559
12031308,8228,8231.5,8227.5,8227.75,652
12031309,8227.75,8228.25,8226.5,8227.75,460
12031310,8227.75,8229.5,8227.0,8228.5,472
12031311,8228.5,8228.5,8226.5,8227.0,484
12031312,8227,8228.25,8226.0,8227.25,414
12031313,8227.25,8227.5,8225.75,8226.75,496
12031314,8226.75,8227,8224.75,8225.25,915
12031315,8225.25,8226.75,8224.75,8225.5,422
12031316,8225.5,8226.25,8222.5,8222.75,644
12031317,8222.75,8223.25,8218.25,8218.5,1409
12031318,8218.5,8222,8218.25,8219.5,919
12031319,8219.5,8220.75,8218.25,8218.25,515
12031320,8218.25,8218.5,8214.75,8216.5,911
12031321,8216.5,8218,8216.25,8217.25,495
12031322,8217.25,8218.5,8216.5,8218.0,430
12031323,8218,8218.25,8216.25,8217.25,475
12031324,8217.25,8217.5,8216.0,8217.0,477
12031325,8217,8217.75,8214.75,8215.25,562
12031326,8215.25,8216.75,8214.75,8216.25,505
12031327,8216.25,8220.25,8215.75,8220.0,1062
12031328,8220,8221,8218.75,8218.75,450
12031329,8218.75,8220.25,8218.25,8220.25,330
12031330,8220.25,8220.5,8217.5,8217.75,432
12031331,8217.75,8219.25,8217.5,8217.75,647
12031332,8217.75,8218,8216.0,8217.75,506
12031333,8217.75,8222.75,8217.75,8222.25,580
12031334,8222.25,8223.5,8221.5,8222.5,429
12031335,8222.5,8222.75,8220.25,8220.25,343
12031336,8220.25,8221.25,8219.75,8221.0,331
12031337,8221,8222,8220.75,8222.0,361
12031338,8222,8222.5,8220.25,8220.75,327
12031339,8220.75,8221.5,8219.75,8221.25,179
12031340,8221.25,8223.5,8221.25,8223.25,396
12031341,8223.25,8225.25,8223.0,8224.75,618
12031342,8224.75,8227.5,8224.5,8226.75,481
12031343,8226.75,8228.25,8226.25,8226.5,414
12031344,8226.5,8226.75,8224.75,8226.25,342
12031345,8226.25,8227,8224.25,8225.75,358
12031346,8225.75,8226,8224.0,8225.75,397
12031347,8225.75,8228.25,8225.75,8228.0,364
12031348,8228,8228.5,8227.0,8227.75,166
12031349,8227.75,8228.25,8226.75,8227.5,491
12031350,8227.5,8228.75,8225.5,8227.0,644
12031351,8227,8227.5,8225.5,8226.5,446
12031352,8226.5,8227.25,8225.25,8227.25,627
12031353,8227.25,8228,8225.0,8225.5,553
12031354,8225.5,8226.5,8225.25,8225.75,493
12031355,8225.75,8230.5,8224.5,8230.0,719
12031356,8230,8231,8229.5,8229.5,926
12031357,8229.5,8232.5,8229.5,8232.0,570
12031358,8232,8232.5,8230.0,8230.5,454
12031359,8230.5,8230.75,8228.75,8229.25,625
12031400,8229.25,8231.5,8229.25,8230.5,521
12031401,8230.5,8232.25,8229.0,8229.0,618
12031402,8229,8229.25,8226.0,8227.5,561
12031403,8227.5,8227.75,8223.25,8223.75,881
12031404,8223.75,8224.75,8223.25,8223.5,712
12031405,8223.5,8226.5,8223.5,8225.0,517
12031406,8225,8225.75,8223.75,8224.0,574
12031407,8224,8225,8221.75,8225.0,732
12031408,8225,8230.5,8224.25,8229.25,1024
12031409,8229.25,8229.5,8225.25,8225.5,769
12031410,8225.5,8231,8223.75,8229.75,1158
12031411,8229.75,8232.5,8228.5,8231.0,633
12031412,8231,8234,8231.0,8233.75,1187
12031413,8233.75,8237,8233.5,8236.5,930
12031414,8236.5,8237,8234.75,8236.25,565
12031415,8236.25,8237.5,8235.25,8235.75,443
12031416,8235.75,8235.75,8233.75,8234.75,416
12031417,8234.75,8236,8233.0,8235.75,359
12031418,8235.75,8236.25,8234.75,8236.25,194
12031419,8236.25,8237.75,8235.5,8236.75,448
12031420,8236.75,8242.25,8236.5,8242.0,1139
12031421,8242,8250.25,8241.75,8248.5,2459
12031422,8248.5,8252,8248.25,8251.75,1392
12031423,8251.75,8252.75,8249.5,8249.75,962
12031424,8249.75,8253.25,8249.0,8251.0,926
12031425,8251,8253.25,8251.0,8253.0,708
12031426,8253,8254,8250.75,8252.0,760
12031427,8252,8252.75,8250.5,8251.5,486
12031428,8251.5,8255,8251.5,8254.75,786
12031429,8254.75,8255.25,8252.25,8253.75,747
12031430,8253.75,8255.25,8249.25,8249.75,1340
12031431,8249.75,8250.75,8247.5,8249.25,825
12031432,8249.25,8252.25,8249.0,8250.0,636
12031433,8250,8252.25,8249.75,8252.0,391
12031434,8252,8252,8247.25,8247.5,776
12031435,8247.5,8248.5,8245.0,8245.0,668
12031436,8245,8246,8243.5,8244.75,741
12031437,8244.75,8245.25,8243.25,8243.25,880
12031438,8243.25,8245.5,8242.0,8245.5,690
12031439,8245.5,8245.5,8243.0,8244.25,445
12031440,8244.25,8245,8242.75,8242.75,487
12031441,8242.75,8243.25,8240.75,8241.75,481
12031442,8241.75,8242.75,8240.5,8241.0,472
12031443,8241,8242.5,8240.25,8240.5,457
12031444,8240.5,8241.5,8239.5,8240.75,378
12031445,8240.75,8242.75,8239.75,8241.5,571
12031446,8241.5,8248.75,8241.5,8248.75,982
12031447,8248.75,8249.75,8247.0,8248.75,926
12031448,8248.75,8251,8246.75,8247.25,748
12031449,8247.25,8251.5,8246.25,8251.0,890
12031450,8251,8255.75,8251.0,8255.0,2261
12031451,8255,8255,8248.25,8248.75,1077
12031452,8248.75,8250.5,8248.5,8249.25,710
12031453,8249.25,8251.5,8247.75,8249.25,1188
12031454,8249.25,8258,8249.25,8257.25,1839
12031455,8257.25,8257.25,8253.75,8255.75,1168
12031456,8255.75,8258.5,8255.25,8256.0,1303
12031457,8256,8259.75,8255.5,8259.75,1191
12031458,8259.75,8261,8258.5,8260.25,1407
12031459,8260.25,8261.25,8254.5,8257.75,5156
12031500,8257.75,8258.5,8255.75,8257.25,1749
12031501,8257.25,8259,8256.75,8258.75,1138
12031502,8258.75,8258.75,8255.0,8255.75,938
12031503,8255.75,8257,8254.75,8255.0,515
12031504,8255,8255,8252.75,8253.25,495
12031505,8253.25,8254,8251.75,8253.5,627
12031506,8253.5,8254,8252.75,8253.25,300
12031507,8253.25,8254,8252.25,8253.25,205
12031508,8253.25,8254,8252.25,8254.0,372
12031509,8254,8254.5,8253.25,8253.25,232
12031510,8253.25,8254,8252.75,8253.5,286
12031511,8253.5,8255,8253.5,8255.0,234
12031512,8255,8255,8253.25,8253.75,143
12031513,8253.75,8255.25,8253.25,8255.25,262
12031514,8255.25,8256,8248.75,8250.75,974
12031530,8250.75,8252,8248.25,8248.5,202
12031531,8248.5,8249.75,8247.75,8248.75,119
12031532,8248.75,8249.5,8246.25,8248.0,202
12031533,8248,8248,8246.0,8247.75,111
12031534,8247.75,8248,8247.0,8247.0,37
12031535,8247,8248,8247.0,8248.0,22
12031536,8248,8248,8246.75,8247.5,23
12031537,8247.5,8248,8247.25,8247.25,69
12031538,8247.25,8249.5,8247.25,8249.25,68
12031539,8249.25,8250,8248.75,8249.0,117
12031540,8249,8250.25,8248.75,8250.0,52
12031541,8250,8252.25,8250.0,8251.25,101
12031542,8251.25,8251.5,8250.75,8251.25,32
12031543,8251.25,8252.5,8251.0,8251.75,61
12031544,8251.75,8252,8251.25,8251.75,22
12031545,8251.75,8252,8250.0,8251.5,84
12031546,8251.5,8251.5,8250.75,8251.0,31
12031547,8251,8251.75,8251.0,8251.75,65
12031548,8251.75,8252.5,8251.5,8252.0,69
12031549,8252,8252.25,8251.25,8251.5,62
12031550,8251.5,8252.25,8251.25,8252.0,39
12031551,8252,8253,8252.0,8252.25,65
12031552,8252.25,8253,8252.25,8252.75,28
12031553,8252.75,8253,8252.5,8252.75,43
12031554,8252.75,8253.25,8252.25,8253.25,58
12031555,8253.25,8253.5,8252.25,8253.0,93
12031556,8253,8253.5,8252.5,8253.25,82
12031557,8253.25,8254.5,8253.25,8253.75,54
12031558,8253.75,8255,8253.75,8255.0,30
12031559,8255,8255.5,8254.75,8255.5,81
12031600,8255.5,8255.5,8255.5,8255.5,0
12031601,8255.5,8255.5,8255.5,8255.5,0
12031602,8255.5,8255.5,8255.5,8255.5,0
12031603,8255.5,8255.5,8255.5,8255.5,0
12031604,8255.5,8255.5,8255.5,8255.5,0
12031605,8255.5,8255.5,8255.5,8255.5,0
12031606,8255.5,8255.5,8255.5,8255.5,0
12031607,8255.5,8255.5,8255.5,8255.5,0
12031608,8255.5,8255.5,8255.5,8255.5,0
12031609,8255.5,8255.5,8255.5,8255.5,0
12031610,8255.5,8255.5,8255.5,8255.5,0
12031611,8255.5,8255.5,8255.5,8255.5,0
12031612,8255.5,8255.5,8255.5,8255.5,0
12031613,8255.5,8255.5,8255.5,8255.5,0
12031614,8255.5,8255.5,8255.5,8255.5,0
12031615,8255.5,8255.5,8255.5,8255.5,0
12031616,8255.5,8255.5,8255.5,8255.5,0
12031617,8255.5,8255.5,8255.5,8255.5,0
12031618,8255.5,8255.5,8255.5,8255.5,0
12031619,8255.5,8255.5,8255.5,8255.5,0
12031620,8255.5,8255.5,8255.5,8255.5,0
12031621,8255.5,8255.5,8255.5,8255.5,0
12031622,8255.5,8255.5,8255.5,8255.5,0
12031623,8255.5,8255.5,8255.5,8255.5,0
12031624,8255.5,8255.5,8255.5,8255.5,0
12031625,8255.5,8255.5,8255.5,8255.5,0
12031626,8255.5,8255.5,8255.5,8255.5,0
12031627,8255.5,8255.5,8255.5,8255.5,0
12031628,8255.5,8255.5,8255.5,8255.5,0
12031629,8255.5,8255.5,8255.5,8255.5,0
12031630,8255.5,8255.5,8255.5,8255.5,0
12031631,8255.5,8255.5,8255.5,8255.5,0
12031632,8255.5,8255.5,8255.5,8255.5,0
12031633,8255.5,8255.5,8255.5,8255.5,0
12031634,8255.5,8255.5,8255.5,8255.5,0
12031635,8255.5,8255.5,8255.5,8255.5,0
12031636,8255.5,8255.5,8255.5,8255.5,0
12031637,8255.5,8255.5,8255.5,8255.5,0
12031638,8255.5,8255.5,8255.5,8255.5,0
12031639,8255.5,8255.5,8255.5,8255.5,0
12031640,8255.5,8255.5,8255.5,8255.5,0
12031641,8255.5,8255.5,8255.5,8255.5,0
12031642,8255.5,8255.5,8255.5,8255.5,0
12031643,8255.5,8255.5,8255.5,8255.5,0
12031644,8255.5,8255.5,8255.5,8255.5,0
12031645,8255.5,8255.5,8255.5,8255.5,0
12031646,8255.5,8255.5,8255.5,8255.5,0
12031647,8255.5,8255.5,8255.5,8255.5,0
12031648,8255.5,8255.5,8255.5,8255.5,0
12031649,8255.5,8255.5,8255.5,8255.5,0
12031650,8255.5,8255.5,8255.5,8255.5,0
12031651,8255.5,8255.5,8255.5,8255.5,0
12031652,8255.5,8255.5,8255.5,8255.5,0
12031653,8255.5,8255.5,8255.5,8255.5,0
12031654,8255.5,8255.5,8255.5,8255.5,0
12031655,8255.5,8255.5,8255.5,8255.5,0
12031656,8255.5,8255.5,8255.5,8255.5,0
12031657,8255.5,8255.5,8255.5,8255.5,0
12031658,8255.5,8255.5,8255.5,8255.5,0
12031659,8255.5,8255.5,8255.5,8255.5,0
12031700,8258.75,8258.75,8251.25,8257.0,337
12031701,8257,8257.5,8254.75,8256.25,123
12031702,8256.25,8257.25,8256.0,8257.0,71
12031703,8257,8257.75,8256.75,8257.5,52
12031704,8257.5,8258.25,8256.75,8258.25,55
12031705,8258.25,8259.25,8258.0,8258.5,63
12031706,8258.5,8259,8258.25,8258.25,24
12031707,8258.25,8258.25,8256.75,8257.0,61
12031708,8257,8257.25,8256.75,8257.0,60
12031709,8257,8257,8256.5,8256.5,16
12031710,8256.5,8257,8256.25,8257.0,41
12031711,8257,8258.25,8256.5,8258.25,74
12031712,8258.25,8258.5,8257.5,8257.5,35
12031713,8257.5,8258.25,8257.5,8257.75,30
12031714,8257.75,8258.5,8257.75,8258.5,41
12031715,8258.5,8258.5,8257.5,8258.25,34
12031716,8258.25,8259.75,8258.25,8259.25,62
12031717,8259.25,8259.75,8258.75,8259.5,54
12031718,8259.5,8260.75,8259.5,8260.0,76
12031719,8260,8260.5,8259.75,8260.25,37
12031720,8260.25,8260.5,8260.0,8260.25,52
12031721,8260.25,8261,8260.25,8260.75,54
12031722,8260.75,8261.5,8260.5,8261.25,39
12031723,8261.25,8261.25,8259.75,8260.0,49
12031724,8260,8260.5,8259.75,8260.25,24
12031725,8260.25,8261.25,8260.0,8260.75,53
12031726,8260.75,8261.75,8260.5,8261.75,69
12031727,8261.75,8262.25,8261.5,8261.75,50
12031728,8261.75,8261.75,8261.0,8261.0,63
12031729,8261,8261.5,8260.5,8261.5,33
12031730,8261.5,8261.75,8259.5,8259.5,134
12031731,8259.5,8261.75,8259.5,8261.5,71
12031732,8261.5,8261.75,8260.75,8261.0,23
12031733,8261,8261,8259.5,8259.75,54
12031734,8259.75,8260.75,8259.75,8260.5,78
12031735,8260.5,8260.5,8259.25,8259.5,78
12031736,8259.5,8260,8259.0,8259.0,51
12031737,8259,8259,8256.75,8257.25,119
12031738,8257.25,8257.75,8256.0,8257.25,112
12031739,8257.25,8258,8257.25,8257.5,71
12031740,8257.5,8257.75,8256.5,8257.75,63
12031741,8257.75,8258.75,8257.75,8257.75,44
12031742,8257.75,8258,8257.5,8258.0,31
12031743,8258,8258.25,8257.5,8257.5,44
12031744,8257.5,8257.5,8256.5,8257.25,42
12031745,8257.25,8257.25,8256.0,8256.5,76
12031746,8256.5,8257.25,8256.25,8256.25,37
12031747,8256.25,8259.75,8256.0,8258.25,210
12031748,8258.25,8259,8258.0,8258.75,56
12031749,8258.75,8259,8257.0,8258.5,75
12031750,8258.5,8258.75,8257.75,8258.25,43
12031751,8258.25,8258.5,8257.75,8257.75,21
12031752,8257.75,8257.75,8256.5,8257.5,48
12031753,8257.5,8258.5,8257.5,8258.25,25
12031754,8258.25,8258.5,8257.75,8258.0,33
12031755,8258,8258.75,8257.75,8258.5,24
12031756,8258.5,8259.75,8258.25,8258.75,57
12031757,8258.75,8259.25,8258.75,8259.25,23
12031758,8259.25,8259.25,8258.75,8259.0,20
12031759,8259,8261.75,8259.0,8261.75,141
12031800,8261.75,8267.25,8261.75,8265.5,640
12031801,8265.5,8265.75,8263.75,8264.75,150
12031802,8264.75,8265.25,8259.75,8261.0,237
12031803,8261,8261,8258.5,8259.0,120
12031804,8259,8259.5,8257.0,8257.0,165
12031805,8257,8258.5,8257.0,8258.5,107
12031806,8258.5,8262.75,8258.0,8260.75,200
12031807,8260.75,8261,8259.25,8260.25,94
12031808,8260.25,8261.5,8260.25,8261.25,38
12031809,8261.25,8262.75,8260.75,8261.0,66
12031810,8261,8261,8258.25,8258.75,127
12031811,8258.75,8260.5,8258.0,8258.75,91
12031812,8258.75,8258.75,8253.5,8255.5,264
12031813,8255.5,8255.5,8246.25,8249.5,919
12031814,8249.5,8252.25,8248.25,8251.25,321
12031815,8251.25,8251.5,8248.0,8248.5,208
12031816,8248.5,8249,8247.5,8248.5,151
12031817,8248.5,8250.75,8248.0,8250.5,190
12031818,8250.5,8250.75,8249.0,8250.0,89
12031819,8250,8250,8246.0,8246.75,225
12031820,8246.75,8248.5,8242.5,8247.75,326
12031821,8247.75,8250.5,8247.25,8249.75,190
12031822,8249.75,8251.25,8249.25,8251.0,149
12031823,8251,8252.25,8250.75,8252.25,111
12031824,8252.25,8254.75,8251.5,8254.25,172
12031825,8254.25,8255.25,8254.0,8255.25,144
12031826,8255.25,8255.5,8254.0,8255.0,77
12031827,8255,8258.5,8255.0,8256.5,193
12031828,8256.5,8258.25,8256.5,8256.75,141
12031829,8256.75,8257.25,8256.25,8256.25,32
12031830,8256.25,8257,8254.25,8254.75,196
12031831,8254.75,8254.75,8251.75,8252.0,171
12031832,8252,8255.25,8251.25,8255.25,111
12031833,8255.25,8256.5,8253.25,8254.0,140
12031834,8254,8254.5,8253.25,8254.0,68
12031835,8254,8254,8252.25,8253.0,58
12031836,8253,8254,8252.75,8253.5,43
12031837,8253.5,8253.75,8252.25,8253.75,42
12031838,8253.75,8253.75,8253.0,8253.5,32
12031839,8253.5,8256.75,8253.5,8256.5,121
12031840,8256.5,8256.75,8255.5,8255.75,59
12031841,8255.75,8256,8252.0,8252.75,146
12031842,8252.75,8253.5,8251.5,8253.5,71
12031843,8253.5,8254,8253.0,8253.25,20
12031844,8253.25,8254.25,8252.5,8253.25,50
12031845,8253.25,8255.75,8253.0,8253.0,90
12031846,8253,8254.25,8252.75,8254.25,40
12031847,8254.25,8254.5,8253.25,8253.75,42
12031848,8253.75,8255,8253.75,8254.5,61
12031849,8254.5,8255.5,8254.25,8254.25,41
12031850,8254.25,8255.25,8252.25,8252.75,95
